  QueueTimes | ServiceTimes | SojournTimes
       0.187 |        0.341 |        0.528
       0.192 |        0.335 |        0.527
       0.652 |        0.331 |        0.983
       0.112 |        0.431 |        0.543
       0.496 |        0.411 |        0.908
       1.282 |        0.312 |        1.594
       0.644 |        0.392 |        1.036
       0.601 |        0.410 |        1.011
       0.594 |        0.314 |        0.909
       0.508 |        0.314 |        0.821
       0.184 |        0.348 |        0.532
       0.144 |        0.379 |        0.522
       0.574 |        0.361 |        0.935
       0.167 |        0.414 |        0.580
       0.580 |        0.298 |        0.878
       0.223 |        0.327 |        0.550
       0.219 |        0.451 |        0.670
       0.506 |        0.393 |        0.899
       0.328 |        0.317 |        0.645
       0.180 |        0.374 |        0.554
       0.174 |        0.334 |        0.508
       0.224 |        0.393 |        0.617
       0.236 |        0.390 |        0.626
       0.310 |        0.355 |        0.665
       0.230 |        0.324 |        0.553
       0.152 |        0.418 |        0.571
       0.385 |        0.317 |        0.702
       0.161 |        0.364 |        0.526
       0.212 |        0.321 |        0.533
       0.214 |        0.335 |        0.548
       0.205 |        0.328 |        0.533
       0.215 |        0.335 |        0.550
       0.220 |        0.337 |        0.557
       0.194 |        0.389 |        0.583
       0.806 |        0.434 |        1.240
       0.722 |        0.433 |        1.155
       0.948 |        0.341 |        1.288
       1.405 |        0.320 |        1.725
       0.907 |        0.323 |        1.230
       0.483 |        0.376 |        0.858
       0.434 |        0.308 |        0.742
       0.149 |        0.423 |        0.572
       0.424 |        0.328 |        0.752
       0.185 |        0.450 |        0.635
       0.408 |        0.326 |        0.733
       0.169 |        0.331 |        0.500
       0.399 |        0.427 |        0.825
       0.503 |        0.354 |        0.857
       0.694 |        0.308 |        1.001
       0.195 |        0.322 |        0.517
       0.212 |        0.384 |        0.596
       0.271 |        0.329 |        0.600
       0.211 |        0.335 |        0.545
       0.413 |        0.359 |        0.772
       0.140 |        0.357 |        0.497
       0.193 |        0.403 |        0.596
       0.315 |        0.299 |        0.614
       0.202 |        0.421 |        0.623
       0.584 |        0.316 |        0.900
       0.305 |        0.363 |        0.668
       0.196 |        0.307 |        0.503
       0.192 |        0.418 |        0.610
       0.633 |        0.314 |        0.946
       0.156 |        0.427 |        0.583
       0.564 |        0.317 |        0.881
       0.184 |        0.338 |        0.522
       0.187 |        0.333 |        0.520
       0.185 |        0.357 |        0.542
       0.186 |        0.333 |        0.519
       0.157 |        0.331 |        0.488
       0.152 |        0.449 |        0.600
       0.468 |        0.378 |        0.846
       0.430 |        0.297 |        0.728
       0.633 |        0.426 |        1.059
       0.393 |        0.429 |        0.821
       0.665 |        0.327 |        0.992
       0.884 |        0.297 |        1.182
       0.233 |        0.466 |        0.699
       0.566 |        0.311 |        0.877
       0.169 |        0.418 |        0.587
       0.441 |        0.395 |        0.836
       0.368 |        0.298 |        0.667
       0.219 |        0.335 |        0.554
       0.189 |        0.472 |        0.660
       0.577 |        0.310 |        0.887
       0.153 |        0.440 |        0.593
       0.417 |        0.349 |        0.766
       0.414 |        0.309 |        0.723
       0.237 |        0.325 |        0.563
       0.187 |        0.423 |        0.610
       0.648 |        0.356 |        1.004
       0.436 |        0.322 |        0.758
       0.183 |        0.341 |        0.524
       0.217 |        0.320 |        0.537
       0.214 |        0.336 |        0.549
       0.148 |        0.357 |        0.505
       0.185 |        0.333 |        0.518
       0.198 |        0.332 |        0.529
       0.211 |        0.373 |        0.585
       0.259 |        0.357 |        0.616
       0.211 |        0.321 |        0.532
       0.284 |        0.385 |        0.669
       0.478 |        0.310 |        0.788
       0.168 |        0.329 |        0.497
       0.192 |        0.408 |        0.600
       0.399 |        0.313 |        0.712
       0.183 |        0.356 |        0.539
       0.171 |        0.368 |        0.539
       0.180 |        0.372 |        0.553
       0.221 |        0.335 |        0.556
       0.189 |        0.339 |        0.527
       0.376 |        0.329 |        0.705
       0.129 |        0.339 |        0.468
       0.184 |        0.332 |        0.516
       0.152 |        0.333 |        0.485
       0.206 |        0.405 |        0.611
       0.226 |        0.342 |        0.567
       0.117 |        0.431 |        0.547
       0.607 |        0.309 |        0.916
       0.151 |        0.337 |        0.487
       0.349 |        0.428 |        0.777
       0.368 |        0.348 |        0.717
       0.764 |        0.429 |        1.193
       0.436 |        0.344 |        0.780
       0.656 |        0.311 |        0.967
       0.130 |        0.340 |        0.470
       0.185 |        0.334 |        0.518
       0.164 |        0.348 |        0.512
       0.184 |        0.375 |        0.560
       0.320 |        0.429 |        0.749
       0.807 |        0.746 |        1.553
       1.287 |        0.429 |        1.716
       0.818 |        0.315 |        1.132
       1.208 |        0.405 |        1.613
       1.084 |        0.322 |        1.406
       0.713 |        0.315 |        1.029
       1.097 |        0.403 |        1.500
       0.372 |        0.341 |        0.713
       0.663 |        0.307 |        0.971
       0.153 |        0.354 |        0.507
       0.159 |        0.332 |        0.491
       0.156 |        0.332 |        0.487
       0.190 |        0.320 |        0.510
       0.514 |        0.410 |        0.924
       0.313 |        0.391 |        0.704
       0.687 |        0.310 |        0.997
       0.127 |        0.336 |        0.464
       0.205 |        0.432 |        0.636
       0.428 |        0.314 |        0.742
       0.192 |        0.348 |        0.540
       0.176 |        0.330 |        0.507
       0.180 |        0.451 |        0.630
       0.429 |        0.309 |        0.738
       0.378 |        0.329 |        0.708
       0.123 |        0.340 |        0.463
       0.246 |        0.497 |        0.743
       0.495 |        0.300 |        0.794
       0.738 |        0.294 |        1.032
       0.187 |        0.333 |        0.520
       0.253 |        0.391 |        0.645
       0.643 |        0.306 |        0.949
       0.176 |        0.333 |        0.509
       0.193 |        0.331 |        0.524
       0.187 |        0.468 |        0.655
       0.416 |        0.309 |        0.724
       0.186 |        0.346 |        0.532
       0.135 |        0.331 |        0.467
       1.624 |        0.422 |        2.046
       1.518 |        0.408 |        1.926
       1.483 |        0.427 |        1.910
       1.364 |        0.412 |        1.776
       1.507 |        0.353 |        1.861
       1.832 |        0.307 |        2.139
       1.897 |        0.309 |        2.206
       2.546 |        0.404 |        2.950
       0.502 |        0.392 |        0.894
       0.878 |        0.307 |        1.185
       0.859 |        0.307 |        1.166
       0.184 |        0.332 |        0.516
       0.133 |        0.352 |        0.485
       0.154 |        0.349 |        0.503
       0.133 |        0.453 |        0.586
       0.373 |        0.307 |        0.680
       0.158 |        0.333 |        0.491
       0.270 |        0.479 |        0.749
       0.581 |        0.319 |        0.900
       0.792 |        0.311 |        1.103
       0.125 |        0.443 |        0.568
       0.505 |        0.311 |        0.816
       0.179 |        0.330 |        0.509
       0.130 |        0.443 |        0.573
       0.570 |        0.293 |        0.863
       0.185 |        0.338 |        0.523
       0.164 |        0.388 |        0.552
       0.127 |        0.425 |        0.552
       0.449 |        0.336 |        0.785
       0.175 |        0.329 |        0.504
       0.153 |        0.335 |        0.488
       0.156 |        0.384 |        0.540
       0.132 |        0.425 |        0.557
       0.585 |        0.308 |        0.892
       0.090 |        0.442 |        0.532
       0.469 |        0.328 |        0.797
       0.195 |        0.342 |        0.537
       0.157 |        0.333 |        0.490
       0.188 |        0.327 |        0.515
       0.164 |        0.334 |        0.498
       0.158 |        0.335 |        0.493
       0.165 |        0.333 |        0.498
       0.153 |        0.341 |        0.493
       0.155 |        0.330 |        0.485
       0.128 |        0.451 |        0.579
       0.474 |        0.385 |        0.859
       0.380 |        0.318 |        0.697
       0.157 |        0.330 |        0.487
       0.108 |        0.417 |        0.525
       0.347 |        0.307 |        0.654
       0.160 |        0.327 |        0.487
       0.159 |        0.330 |        0.489
       0.183 |        0.342 |        0.525
       0.467 |        0.426 |        0.893
       0.548 |        0.375 |        0.923
       0.778 |        0.324 |        1.103
       0.163 |        0.335 |        0.497
       0.157 |        0.332 |        0.489
       0.152 |        0.334 |        0.487
       0.153 |        0.334 |        0.487
       0.283 |        0.445 |        0.728
       0.394 |        0.321 |        0.715
       0.605 |        0.306 |        0.911
       0.163 |        0.332 |        0.495
       0.631 |        0.423 |        1.053
       0.650 |        0.410 |        1.060
       1.023 |        0.380 |        1.403
       0.888 |        0.299 |        1.187
       0.577 |        0.337 |        0.914
       0.164 |        0.333 |        0.497
       0.158 |        0.331 |        0.489
       0.156 |        0.331 |        0.487
       0.205 |        0.439 |        0.644
       0.222 |        0.314 |        0.536
       0.239 |        0.323 |        0.563
       0.200 |        0.342 |        0.542
       0.216 |        0.414 |        0.629
       0.253 |        0.328 |        0.581
       0.346 |        0.425 |        0.771
       0.435 |        0.327 |        0.762
       0.630 |        0.376 |        1.006
       0.407 |        0.391 |        0.799
       0.389 |        0.312 |        0.701
       0.126 |        0.412 |        0.538
       0.376 |        0.738 |        1.114
       0.249 |        0.319 |        0.569
       0.227 |        0.332 |        0.558
       0.187 |        0.342 |        0.529
       0.156 |        0.339 |        0.494
       0.186 |        0.335 |        0.521
       0.148 |        0.423 |        0.571
       0.610 |        0.426 |        1.037
       0.514 |        0.403 |        0.917
       0.661 |        0.301 |        0.962
       0.680 |        0.312 |        0.992
       0.188 |        0.332 |        0.520
       0.150 |        0.383 |        0.533
       0.188 |        0.335 |        0.523
       0.191 |        0.338 |        0.529
       0.181 |        0.334 |        0.515
       0.153 |        0.350 |        0.503
       0.186 |        0.331 |        0.517
       0.198 |        0.335 |        0.534
       0.191 |        0.333 |        0.524
       0.164 |        0.426 |        0.590
       0.595 |        0.313 |        0.908
       0.149 |        0.422 |        0.571
       0.495 |        0.406 |        0.901
       0.443 |        0.394 |        0.837
       0.422 |        0.298 |        0.720
       0.218 |        0.376 |        0.595
       0.220 |        0.334 |        0.554
       0.163 |        0.331 |        0.494
       0.188 |        0.333 |        0.521
       0.182 |        0.457 |        0.638
       0.438 |        0.392 |        0.830
       0.384 |        0.320 |        0.703
       0.212 |        0.321 |        0.533
       0.322 |        0.425 |        0.747
       0.612 |        0.321 |        0.933
       0.674 |        0.299 |        0.972
       0.223 |        0.334 |        0.558
       0.131 |        0.424 |        0.555
       0.373 |        0.309 |        0.682
       0.196 |        0.420 |        0.617
       0.308 |        0.321 |        0.629
       0.186 |        0.333 |        0.519
       0.155 |        0.417 |        0.572
       0.663 |        0.463 |        1.126
       0.471 |        0.317 |        0.789
       0.764 |        0.402 |        1.166
       0.375 |        0.318 |        0.693
       0.130 |        0.416 |        0.546
       0.430 |        0.363 |        0.793
       0.556 |        0.311 |        0.868
       0.185 |        0.374 |        0.559
       0.199 |        0.313 |        0.512
       0.336 |        0.427 |        0.763
       0.444 |        0.338 |        0.782
       0.462 |        0.299 |        0.760
       0.194 |        0.336 |        0.530
       0.351 |        0.432 |        0.783
       0.660 |        0.349 |        1.008
       0.539 |        0.385 |        0.924
       0.756 |        0.314 |        1.070
       0.936 |        0.383 |        1.318
       0.518 |        0.405 |        0.923
       0.573 |        0.402 |        0.976
       1.016 |        0.308 |        1.324
       0.689 |        0.298 |        0.987
       0.220 |        0.347 |        0.567
       0.304 |        0.458 |        0.763
       0.500 |        0.315 |        0.815
       0.443 |        0.311 |        0.754
       0.211 |        0.322 |        0.532
       0.189 |        0.424 |        0.613
       0.515 |        0.439 |        0.954
       0.452 |        0.299 |        0.752
       0.233 |        0.396 |        0.629
       0.242 |        0.316 |        0.558
       0.196 |        0.334 |        0.531
       0.189 |        0.339 |        0.527
       0.184 |        0.342 |        0.526
       0.211 |        0.330 |        0.541
       0.222 |        0.335 |        0.557
       0.218 |        0.468 |        0.686
       0.556 |        0.407 |        0.963
       0.355 |        0.378 |        0.733
       0.400 |        0.313 |        0.713
       0.149 |        0.420 |        0.569
       0.490 |        0.310 |        0.800
       0.181 |        0.333 |        0.514
       0.186 |        0.347 |        0.532
       0.186 |        0.339 |        0.526
       0.162 |        0.333 |        0.495
       0.191 |        0.369 |        0.560
       0.197 |        0.338 |        0.535
       0.198 |        0.335 |        0.533
       0.183 |        0.335 |        0.517
       0.158 |        0.336 |        0.494
       0.154 |        0.349 |        0.503
       0.279 |        0.383 |        0.662
       0.217 |        0.324 |        0.541
       0.576 |        0.342 |        0.918
       0.140 |        0.411 |        0.551
       0.308 |        0.391 |        0.699
       0.381 |        0.316 |        0.697
       0.155 |        0.335 |        0.490
       0.293 |        0.355 |        0.648
       0.243 |        0.342 |        0.585
       0.141 |        0.318 |        0.459
       0.183 |        0.326 |        0.509
       1.138 |        0.426 |        1.564
       1.140 |        0.412 |        1.552
       1.104 |        0.410 |        1.514
       1.056 |        0.331 |        1.387
       1.286 |        0.325 |        1.611
       1.330 |        0.311 |        1.641
       0.159 |        0.332 |        0.492
       0.116 |        0.435 |        0.551
       0.369 |        0.309 |        0.678
       0.183 |        0.325 |        0.508
       0.189 |        0.325 |        0.513
       0.276 |        0.477 |        0.753
       0.589 |        0.318 |        0.906
       0.479 |        0.307 |        0.786
       0.188 |        0.334 |        0.522
       0.163 |        0.337 |        0.500
       0.182 |        0.335 |        0.518
       0.295 |        0.341 |        0.636
       0.181 |        0.316 |        0.498
       0.334 |        0.471 |        0.804
       0.608 |        0.338 |        0.946
       1.280 |        0.406 |        1.686
       0.873 |        0.415 |        1.288
       0.738 |        0.412 |        1.150
       1.034 |        0.297 |        1.331
       1.245 |        0.311 |        1.556
       1.217 |        0.316 |        1.533
       0.182 |        0.332 |        0.514
       0.537 |        0.497 |        1.034
       0.540 |        0.413 |        0.953
       0.908 |        0.314 |        1.222
       1.109 |        0.309 |        1.418
       0.152 |        0.333 |        0.486
       0.122 |        0.429 |        0.551
       0.519 |        0.463 |        0.982
       0.438 |        0.317 |        0.755
       0.690 |        0.356 |        1.046
       0.165 |        0.318 |        0.483
       0.164 |        0.396 |        0.559
       0.166 |        0.417 |        0.583
       0.346 |        0.368 |        0.714
       0.283 |        0.311 |        0.594
       0.318 |        0.357 |        0.675
       0.123 |        0.342 |        0.465
       0.189 |        0.348 |        0.537
       0.164 |        0.340 |        0.504
       0.161 |        0.334 |        0.495
       0.156 |        0.339 |        0.494
       0.135 |        0.434 |        0.569
       0.428 |        0.313 |        0.740
       0.154 |        0.342 |        0.497
       0.177 |        0.335 |        0.512
       0.214 |        0.403 |        0.616
       0.220 |        0.352 |        0.572
       0.189 |        0.343 |        0.532
       0.191 |        0.324 |        0.515
       0.167 |        0.336 |        0.503
       0.127 |        0.389 |        0.516
       0.192 |        0.341 |        0.533
       0.171 |        0.337 |        0.508
       0.584 |        0.457 |        1.042
       0.574 |        0.411 |        0.985
       0.697 |        0.314 |        1.011
       0.723 |        0.312 |        1.034
       0.608 |        0.448 |        1.057
       0.524 |        0.398 |        0.921
       0.782 |        0.352 |        1.133
       0.751 |        0.330 |        1.080
       0.574 |        0.343 |        0.917
       0.218 |        0.324 |        0.542
       0.629 |        0.432 |        1.061
       0.436 |        0.414 |        0.850
       0.735 |        0.319 |        1.054
       0.945 |        0.378 |        1.323
       0.405 |        0.326 |        0.731
       0.212 |        0.377 |        0.589
       0.228 |        0.366 |        0.594
       0.191 |        0.450 |        0.641
       0.505 |        0.313 |        0.817
       0.324 |        0.437 |        0.761
       0.484 |        0.310 |        0.794
       0.640 |        0.298 |        0.938
       0.220 |        0.340 |        0.560
       0.166 |        0.335 |        0.501
       0.191 |        0.364 |        0.555
       0.210 |        0.396 |        0.606
       0.193 |        0.333 |        0.526
       0.192 |        0.337 |        0.529
       0.185 |        0.334 |        0.519
       1.018 |        0.483 |        1.501
       0.897 |        0.417 |        1.313
       0.688 |        0.416 |        1.104
       1.013 |        0.338 |        1.351
       0.911 |        0.309 |        1.220
       1.074 |        0.316 |        1.391
       0.183 |        0.489 |        0.672
       0.611 |        0.313 |        0.923
       0.176 |        0.421 |        0.596
       0.576 |        0.320 |        0.896
       0.200 |        0.329 |        0.529
       0.245 |        0.350 |        0.595
       0.226 |        0.324 |        0.551
       0.248 |        0.450 |        0.698
       0.462 |        0.299 |        0.762
       0.201 |        0.421 |        0.622
       0.502 |        0.299 |        0.802
       0.187 |        0.435 |        0.622
       0.579 |        0.368 |        0.947
       0.273 |        0.339 |        0.612
       0.186 |        0.337 |        0.523
       0.191 |        0.332 |        0.523
       0.234 |        0.389 |        0.623
       0.361 |        0.324 |        0.686
       0.164 |        0.339 |        0.503
       0.212 |        0.334 |        0.546
       0.157 |        0.339 |        0.495
       0.156 |        0.382 |        0.538
       0.130 |        0.331 |        0.461
       0.132 |        0.385 |        0.517
       0.118 |        0.433 |        0.551
       0.554 |        0.401 |        0.955
       0.420 |        0.367 |        0.787
       0.282 |        0.312 |        0.594
       0.149 |        0.337 |        0.486
       0.154 |        0.488 |        0.642
       0.412 |        0.315 |        0.726
       0.451 |        0.397 |        0.848
       0.239 |        0.405 |        0.644
       1.354 |        0.310 |        1.664
       0.437 |        0.389 |        0.827
       0.403 |        0.394 |        0.797
       0.505 |        0.311 |        0.815
       0.121 |        0.457 |        0.578
       0.421 |        0.309 |        0.730
       0.177 |        0.336 |        0.512
       0.159 |        0.336 |        0.496
       0.130 |        0.338 |        0.468
       0.153 |        0.335 |        0.487
       0.172 |        0.408 |        0.579
       0.176 |        0.332 |        0.508
       0.168 |        0.361 |        0.529
       0.154 |        0.336 |        0.490
       0.156 |        0.385 |        0.541
       0.125 |        0.435 |        0.561
       0.530 |        0.308 |        0.839
       0.183 |        0.324 |        0.507
       0.192 |        0.337 |        0.528
       0.159 |        0.342 |        0.502
       0.159 |        0.376 |        0.535
       0.181 |        0.330 |        0.511
       0.191 |        0.333 |        0.524
       0.163 |        0.339 |        0.502
       0.155 |        0.340 |        0.495
       0.157 |        0.460 |        0.617
       0.579 |        0.320 |        0.899
       0.211 |        0.326 |        0.537
       0.196 |        0.360 |        0.556
       0.196 |        0.342 |        0.538
       0.206 |        0.330 |        0.535
       0.250 |        0.503 |        0.753
       0.521 |        0.318 |        0.839
       0.543 |        0.318 |        0.861
       0.558 |        0.432 |        0.990
       0.482 |        0.421 |        0.903
       0.809 |        0.338 |        1.147
       1.287 |        0.344 |        1.632
       0.363 |        0.416 |        0.779
       0.620 |        0.330 |        0.950
       0.620 |        0.317 |        0.937
       0.138 |        0.350 |        0.488
       0.215 |        0.375 |        0.590
       0.131 |        0.433 |        0.564
       0.567 |        0.337 |        0.905
       0.209 |        0.325 |        0.535
       0.164 |        0.386 |        0.550
       0.160 |        0.332 |        0.492
       1.638 |        0.405 |        2.043
       1.304 |        0.413 |        1.717
       1.041 |        0.418 |        1.459
       1.052 |        0.412 |        1.464
       1.011 |        0.386 |        1.397
       1.456 |        0.353 |        1.809
       1.521 |        0.318 |        1.839
       1.785 |        0.317 |        2.102
       0.918 |        0.311 |        1.229
       0.188 |        0.422 |        0.610
       0.627 |        0.311 |        0.938
       0.411 |        0.434 |        0.845
       0.561 |        0.395 |        0.956
       1.035 |        0.409 |        1.444
       0.451 |        0.382 |        0.832
       0.657 |        0.411 |        1.067
       0.738 |        0.344 |        1.082
       0.698 |        0.337 |        1.035
       0.997 |        0.310 |        1.307
       0.828 |        0.349 |        1.178
       0.278 |        0.337 |        0.615
